Frequency (Hz)	Level (dB)
1108.398438	-65.290115
1109.375000	-65.000740
1110.351562	-64.727982
1111.328125	-65.651245
1112.304688	-64.789040
1113.281250	-65.123451
1114.257812	-63.759918
1115.234375	-63.596058
1116.210938	-64.231598
1117.187500	-64.163719
1118.164062	-64.959793
1119.140625	-64.311111
1120.117188	-63.345810
1121.093750	-62.463196
1122.070312	-62.879711
1123.046875	-62.964489
1124.023438	-61.851933
1125.000000	-62.140049
1125.976562	-61.788101
1126.953125	-61.340736
1127.929688	-61.504993
1128.906250	-60.992992
1129.882812	-61.596035
1130.859375	-60.805214
1131.835938	-60.741497
1132.812500	-59.898914
1133.789062	-59.443203
1134.765625	-60.559891
1135.742188	-57.957096
1136.718750	-58.364708
1137.695312	-59.872799
1138.671875	-58.259624
1139.648438	-58.257587
1140.625000	-58.975941
1141.601562	-58.426605
1142.578125	-58.297775
1143.554688	-57.728828
1144.531250	-58.872887
1145.507812	-58.228794
1146.484375	-56.516235
1147.460938	-57.469482
1148.437500	-57.015446
1149.414062	-57.662033
1150.390625	-57.998981
1151.367188	-57.484314
1152.343750	-57.809448
1153.320312	-57.559250
1154.296875	-57.752945
1155.273438	-57.838947
1156.250000	-58.388603
1157.226562	-57.889427
1158.203125	-59.234295
1159.179688	-59.474529
1160.156250	-59.810757
1161.132812	-59.839390
1162.109375	-60.280998
1163.085938	-60.946991
1164.062500	-61.888515
1165.039062	-61.629417
1166.015625	-61.875721
1166.992188	-61.499725
1167.968750	-61.669498
1168.945312	-62.657269
1169.921875	-61.888470
1170.898438	-63.422005
1171.875000	-62.488018
1172.851562	-62.663361
1173.828125	-63.675434
1174.804688	-63.715858
1175.781250	-63.983017
1176.757812	-63.411800
1177.734375	-63.955936
1178.710938	-64.964035
1179.687500	-64.110565
1180.664062	-64.067780
1181.640625	-65.408821
1182.617188	-64.787270
1183.593750	-65.646011
1184.570312	-65.398682
1185.546875	-66.681999
1186.523438	-66.470161
1187.500000	-66.555672
1188.476562	-66.387985
1189.453125	-66.096092
1190.429688	-66.108818
1191.406250	-66.719337
1192.382812	-67.140282
1193.359375	-67.180206
1194.335938	-67.904854
1195.312500	-66.888107
1196.289062	-67.851746
1197.265625	-67.593529
1198.242188	-67.697472
1199.218750	-68.033226
1200.195312	-67.645653
1201.171875	-67.933899
1202.148438	-68.952988
1203.125000	-68.520462
1204.101562	-68.459595
1205.078125	-68.405724
1206.054688	-68.907974
1207.031250	-69.160614
1208.007812	-69.278191
1208.984375	-70.539291
1209.960938	-68.999741
1210.937500	-69.033546
1211.914062	-69.309364
